,PC1,PC2,group,tissue,stage,type,sam,idxOrder
RPE_19W_emb1_rep1_5,19.31429979,-8.951513861,6,RPE,17W,RPE,RPE_19W_emb1_rep1_5,796
RPE_19W_emb1_rep1_6,31.50126626,-14.00480111,16,RPE,17W,RPE,RPE_19W_emb1_rep1_6,797
RPE_19W_emb1_rep1_7,20.24431902,-9.112036481,6,RPE,17W,RPE,RPE_19W_emb1_rep1_7,798
RPE_19W_emb1_rep1_8,29.42128219,-17.23713209,16,RPE,17W,RPE,RPE_19W_emb1_rep1_8,799
RPE_19W_emb1_rep1_9,17.64221721,-9.616930737,6,RPE,17W,RPE,RPE_19W_emb1_rep1_9,800
RPE_19W_emb1_rep1_10,28.55736659,-11.0371081,6,RPE,17W,RPE,RPE_19W_emb1_rep1_10,801
RPE_19W_emb1_rep1_11,25.49434344,-8.853435487,6,RPE,17W,RPE,RPE_19W_emb1_rep1_11,802
RPE_19W_emb1_rep1_12,25.33594775,-8.61676128,6,RPE,17W,RPE,RPE_19W_emb1_rep1_12,803
RPE_19W_emb1_rep1_13,31.39298514,-12.31101957,14,RPE,17W,RPE,RPE_19W_emb1_rep1_13,804
RPE_19W_emb1_rep1_14,30.1886789,-16.64425721,16,RPE,17W,RPE,RPE_19W_emb1_rep1_14,805
RPE_19W_emb1_rep1_15,29.84125288,-17.10026718,16,RPE,17W,RPE,RPE_19W_emb1_rep1_15,806
RPE_19W_emb1_rep1_16,29.09077633,-16.82000988,16,RPE,17W,RPE,RPE_19W_emb1_rep1_16,807
RPE_19W_emb1_rep1_26,30.45145518,-13.06893744,16,RPE,17W,RPE,RPE_19W_emb1_rep1_26,808
RPE_19W_emb1_rep1_27,25.56907204,-8.595135123,6,RPE,17W,RPE,RPE_19W_emb1_rep1_27,809
RPE_19W_emb1_rep1_28,27.83782915,-10.00039799,6,RPE,17W,RPE,RPE_19W_emb1_rep1_28,810
RPE_19W_emb1_rep1_29,32.07836265,-13.977886300000002,14,RPE,17W,RPE,RPE_19W_emb1_rep1_29,811
RPE_19W_emb1_rep1_30,30.67798594,-12.93208604,16,RPE,17W,RPE,RPE_19W_emb1_rep1_30,812
RPE_19W_emb1_rep1_31,30.69200005,-12.42351656,14,RPE,17W,RPE,RPE_19W_emb1_rep1_31,813
RPE_19W_emb1_rep1_32,31.24635778,-12.86447776,14,RPE,17W,RPE,RPE_19W_emb1_rep1_32,814
RPE_19W_emb1_rep1_33,31.78617509,-14.40719714,16,RPE,17W,RPE,RPE_19W_emb1_rep1_33,815
RPE_19W_emb1_rep1_35,31.61783686,-13.89349013,16,RPE,17W,RPE,RPE_19W_emb1_rep1_35,816
RPE_19W_emb1_rep1_36,29.91636722,-17.19876143,16,RPE,17W,RPE,RPE_19W_emb1_rep1_36,817
RPE_19W_emb1_rep1_37,32.28231398,-13.4349836,14,RPE,17W,RPE,RPE_19W_emb1_rep1_37,818
RPE_19W_emb1_rep1_38,30.04844799,-17.54286934,16,RPE,17W,RPE,RPE_19W_emb1_rep1_38,819
RPE_19W_emb1_rep1_39,22.17209589,-8.591607506,6,RPE,17W,RPE,RPE_19W_emb1_rep1_39,820
RPE_19W_emb1_rep1_40,29.18922967,-16.75381052,16,RPE,17W,RPE,RPE_19W_emb1_rep1_40,821
RPE_19W_emb1_rep1_41,29.68959261,-17.23062824,16,RPE,17W,RPE,RPE_19W_emb1_rep1_41,822
RPE_19W_emb1_rep1_42,30.2187604,-17.43753696,16,RPE,17W,RPE,RPE_19W_emb1_rep1_42,823
RPE_19W_emb1_rep1_43,29.403558299999997,-16.60688069,16,RPE,17W,RPE,RPE_19W_emb1_rep1_43,824
RPE_19W_emb1_rep1_44,21.8084983,-7.927919282,6,RPE,17W,RPE,RPE_19W_emb1_rep1_44,825
RPE_19W_emb1_rep1_45,32.15420366,-13.36092534,14,RPE,17W,RPE,RPE_19W_emb1_rep1_45,826
RPE_19W_emb1_rep1_46,29.112163,-16.869594,16,RPE,17W,RPE,RPE_19W_emb1_rep1_46,827
RPE_19W_emb1_rep1_47,29.624161800000003,-16.91740083,16,RPE,17W,RPE,RPE_19W_emb1_rep1_47,828
RPE_19W_emb1_rep1_48,29.58767505,-16.74642755,16,RPE,17W,RPE,RPE_19W_emb1_rep1_48,829
RPE_19W_emb1_rep1_49,22.32787197,-8.084997648,6,RPE,17W,RPE,RPE_19W_emb1_rep1_49,830
RPE_19W_emb1_rep1_50,29.54083453,-17.57465921,16,RPE,17W,RPE,RPE_19W_emb1_rep1_50,831
RPE_19W_emb2_rep1_1,23.16141799,-8.735931622999999,6,RPE,17W,RPE,RPE_19W_emb2_rep1_1,832
RPE_19W_emb2_rep1_2,17.81743661,-9.648357126,6,RPE,17W,RPE,RPE_19W_emb2_rep1_2,833
RPE_19W_emb2_rep1_3,29.70134572,-11.07370119,14,RPE,17W,RPE,RPE_19W_emb2_rep1_3,834
RPE_19W_emb2_rep1_4,19.98749992,-8.745684432000001,6,RPE,17W,RPE,RPE_19W_emb2_rep1_4,835
RPE_19W_emb2_rep1_5,21.42971044,-8.516816667,6,RPE,17W,RPE,RPE_19W_emb2_rep1_5,836
RPE_19W_emb2_rep1_6,22.41779835,-8.352365642999999,6,RPE,17W,RPE,RPE_19W_emb2_rep1_6,837
RPE_19W_emb2_rep1_7,26.49428315,-9.042007081,6,RPE,17W,RPE,RPE_19W_emb2_rep1_7,838
RPE_19W_emb2_rep1_8,22.59407848,-8.271996879,6,RPE,17W,RPE,RPE_19W_emb2_rep1_8,839
RPE_19W_emb2_rep1_9,28.91689896,-18.70444902,16,RPE,17W,RPE,RPE_19W_emb2_rep1_9,840
RPE_19W_emb2_rep1_10,21.50405283,-8.565775795,6,RPE,17W,RPE,RPE_19W_emb2_rep1_10,841
RPE_19W_emb2_rep1_11,21.71209774,-8.536983174,6,RPE,17W,RPE,RPE_19W_emb2_rep1_11,842
RPE_19W_emb2_rep1_12,21.63638963,-8.49281614,6,RPE,17W,RPE,RPE_19W_emb2_rep1_12,843
RPE_19W_emb2_rep1_13,25.80343907,-10.05645269,6,RPE,17W,RPE,RPE_19W_emb2_rep1_13,844
RPE_19W_emb2_rep1_14,20.73502474,-8.612441106,6,RPE,17W,RPE,RPE_19W_emb2_rep1_14,845
RPE_19W_emb2_rep1_15,21.16106628,-8.679503905,6,RPE,17W,RPE,RPE_19W_emb2_rep1_15,846
RPE_19W_emb2_rep1_16,31.56533889,-9.93013619,14,RPE,17W,RPE,RPE_19W_emb2_rep1_16,847
RPE_19W_emb2_rep1_17,24.67371304,-9.430844316,6,RPE,17W,RPE,RPE_19W_emb2_rep1_17,848
RPE_19W_emb2_rep1_18,25.99029958,-10.07333212,6,RPE,17W,RPE,RPE_19W_emb2_rep1_18,849
RPE_19W_emb2_rep1_19,23.226593899999997,-9.427314335,6,RPE,17W,RPE,RPE_19W_emb2_rep1_19,850
RPE_19W_emb2_rep1_20,26.28063157,-10.7104366,16,RPE,17W,RPE,RPE_19W_emb2_rep1_20,851
RPE_19W_emb2_rep1_21,24.24099994,-15.42676746,14,RPE,17W,RPE,RPE_19W_emb2_rep1_21,852
RPE_19W_emb2_rep1_22,29.85150992,-17.25544613,16,RPE,17W,RPE,RPE_19W_emb2_rep1_22,853
RPE_19W_emb2_rep1_24,25.495783300000003,-9.409985265,6,RPE,17W,RPE,RPE_19W_emb2_rep1_24,854
RPE_19W_emb2_rep1_25,30.71906681,-13.38425074,16,RPE,17W,RPE,RPE_19W_emb2_rep1_25,855
RPE_19W_emb2_rep1_26,30.89918027,-11.79929389,14,RPE,17W,RPE,RPE_19W_emb2_rep1_26,856
RPE_19W_emb2_rep1_27,22.05137223,-8.291207246,6,RPE,17W,RPE,RPE_19W_emb2_rep1_27,857
RPE_19W_emb2_rep1_28,22.39227983,-8.881914362,6,RPE,17W,RPE,RPE_19W_emb2_rep1_28,858
RPE_19W_emb2_rep1_29,18.68218396,-10.09717729,6,RPE,17W,RPE,RPE_19W_emb2_rep1_29,859
RPE_19W_emb2_rep1_30,17.43929458,-9.384961796,6,RPE,17W,RPE,RPE_19W_emb2_rep1_30,860
RPE_19W_emb2_rep1_32,18.08467564,-9.310097524,6,RPE,17W,RPE,RPE_19W_emb2_rep1_32,861
RPE_19W_emb2_rep1_33,18.90334812,-9.052500514,6,RPE,17W,RPE,RPE_19W_emb2_rep1_33,862
RPE_19W_emb2_rep1_35,18.53629897,-10.14382588,6,RPE,17W,RPE,RPE_19W_emb2_rep1_35,863
RPE_19W_emb2_rep1_37,16.86693166,-9.673777093,6,RPE,17W,RPE,RPE_19W_emb2_rep1_37,864
RPE_19W_emb2_rep1_38,28.1345882,-17.54700333,16,RPE,17W,RPE,RPE_19W_emb2_rep1_38,865
RPE_19W_emb2_rep1_40,16.74661685,-9.67710026,6,RPE,17W,RPE,RPE_19W_emb2_rep1_40,866
RPE_19W_emb2_rep1_41,16.8981985,-9.709805864,6,RPE,17W,RPE,RPE_19W_emb2_rep1_41,867
RPE_19W_emb2_rep1_42,16.03114573,-10.16533412,17,RPE,17W,RPE,RPE_19W_emb2_rep1_42,868
RET_25W_emb1_rep1_1,-28.71349521,-10.68078543,18,RET,23W,Microglia,RET_25W_emb1_rep1_1,869
RET_25W_emb1_rep1_2,11.92688932,16.55659019,13,RET,23W,Bipolar,RET_25W_emb1_rep1_2,870
RET_25W_emb1_rep1_3,13.05305358,14.63655548,13,RET,23W,Bipolar,RET_25W_emb1_rep1_3,871
RET_25W_emb1_rep1_4,13.23957219,19.06877427,13,RET,23W,Bipolar,RET_25W_emb1_rep1_4,872
RET_25W_emb1_rep1_5,-29.21955631,-11.5090522,18,RET,23W,Microglia,RET_25W_emb1_rep1_5,873
RET_25W_emb1_rep1_6,22.9188244,13.30721142,8,RET,23W,Photoreceptor,RET_25W_emb1_rep1_6,874
RET_25W_emb1_rep1_7,23.02547829,11.7730261,8,RET,23W,Photoreceptor,RET_25W_emb1_rep1_7,875
RET_25W_emb1_rep1_8,13.21036956,12.90779354,13,RET,23W,Bipolar,RET_25W_emb1_rep1_8,876
RET_25W_emb1_rep1_9,8.343390609,19.02666743,13,RET,23W,Bipolar,RET_25W_emb1_rep1_9,877
RET_25W_emb1_rep1_10,2.5696553630000003,17.55796659,3,RET,23W,Amacrine,RET_25W_emb1_rep1_10,878
RET_25W_emb1_rep1_11,21.97146009,11.51357931,13,RET,23W,Bipolar,RET_25W_emb1_rep1_11,879
RET_25W_emb1_rep1_12,11.98200276,10.88626429,13,RET,23W,Bipolar,RET_25W_emb1_rep1_12,880
RET_25W_emb1_rep1_13,20.55464781,11.75224195,13,RET,23W,Photoreceptor,RET_25W_emb1_rep1_13,881
RET_25W_emb1_rep1_14,13.81629269,18.94878707,13,RET,23W,Bipolar,RET_25W_emb1_rep1_14,882
RET_25W_emb1_rep1_15,13.15589072,13.05449836,3,RET,23W,Amacrine,RET_25W_emb1_rep1_15,883
RET_25W_emb1_rep1_16,14.52119328,13.251162099999998,13,RET,23W,Bipolar,RET_25W_emb1_rep1_16,884
RET_25W_emb1_rep1_17,14.26295283,13.29629698,13,RET,23W,Bipolar,RET_25W_emb1_rep1_17,885
RET_25W_emb1_rep1_18,12.80626138,16.909776100000002,13,RET,23W,Bipolar,RET_25W_emb1_rep1_18,886
RET_25W_emb1_rep1_19,17.26481554,11.29041759,13,RET,23W,Bipolar,RET_25W_emb1_rep1_19,887
RET_25W_emb1_rep1_20,13.28069347,8.891511628,9,RET,23W,Muller,RET_25W_emb1_rep1_20,888
RET_25W_emb1_rep1_21,11.84888733,8.800562075,9,RET,23W,Muller,RET_25W_emb1_rep1_21,889
RET_25W_emb1_rep1_22,16.16953452,13.06557153,13,RET,23W,Photoreceptor,RET_25W_emb1_rep1_22,890
RET_25W_emb1_rep1_24,12.99687492,16.73127338,13,RET,23W,Bipolar,RET_25W_emb1_rep1_24,891
RET_25W_emb1_rep1_25,11.87596857,9.244628827,9,RET,23W,Muller,RET_25W_emb1_rep1_25,892
RET_25W_emb1_rep1_26,14.63691132,10.43026347,13,RET,23W,Bipolar,RET_25W_emb1_rep1_26,893
RET_25W_emb1_rep1_27,-1.576384576,32.09944408,5,RET,23W,Amacrine,RET_25W_emb1_rep1_27,894
RET_25W_emb1_rep1_28,13.95328918,19.27147034,13,RET,23W,Bipolar,RET_25W_emb1_rep1_28,895
RET_25W_emb1_rep1_29,15.37311819,15.67237692,13,RET,23W,Bipolar,RET_25W_emb1_rep1_29,896
RET_25W_emb1_rep1_30,14.58713377,17.17867599,13,RET,23W,Bipolar,RET_25W_emb1_rep1_30,897
RET_25W_emb1_rep1_31,14.43198245,19.07771505,13,RET,23W,Bipolar,RET_25W_emb1_rep1_31,898
RET_25W_emb1_rep1_32,12.21561641,16.77301468,13,RET,23W,Bipolar,RET_25W_emb1_rep1_32,899
RET_25W_emb1_rep1_33,14.86390856,11.33320424,13,RET,23W,Bipolar,RET_25W_emb1_rep1_33,900
RET_25W_emb1_rep1_35,17.50775636,12.88460456,13,RET,23W,Bipolar,RET_25W_emb1_rep1_35,901
RET_25W_emb1_rep1_36,10.50627434,8.918487112000001,9,RET,23W,Muller,RET_25W_emb1_rep1_36,902
RET_25W_emb1_rep1_37,14.65283424,19.00976875,13,RET,23W,Bipolar,RET_25W_emb1_rep1_37,903
RET_25W_emb1_rep1_38,14.46838887,18.6615949,13,RET,23W,Bipolar,RET_25W_emb1_rep1_38,904
RET_25W_emb1_rep1_39,12.30053385,16.18607768,13,RET,23W,Bipolar,RET_25W_emb1_rep1_39,905
RET_25W_emb1_rep1_40,15.56094223,13.41426536,13,RET,23W,Bipolar,RET_25W_emb1_rep1_40,906
RET_25W_emb1_rep1_41,14.78474873,16.72163459,13,RET,23W,Bipolar,RET_25W_emb1_rep1_41,907
RET_25W_emb1_rep1_42,-28.05676874,-10.83090258,18,RET,23W,Microglia,RET_25W_emb1_rep1_42,908
RET_25W_emb1_rep1_43,11.98941089,15.65926743,13,RET,23W,Bipolar,RET_25W_emb1_rep1_43,909
RET_25W_emb1_rep1_44,0.856020357,26.69873911,3,RET,23W,Amacrine,RET_25W_emb1_rep1_44,910
RET_25W_emb1_rep1_45,-2.687527091,30.55237538,5,RET,23W,Amacrine,RET_25W_emb1_rep1_45,911
RET_25W_emb1_rep1_46,15.70806985,13.18633962,13,RET,23W,Bipolar,RET_25W_emb1_rep1_46,912
RET_25W_emb1_rep1_47,11.8856436,15.135389499999999,13,RET,23W,Bipolar,RET_25W_emb1_rep1_47,913
RET_25W_emb1_rep1_48,22.32948154,11.53275821,8,RET,23W,Photoreceptor,RET_25W_emb1_rep1_48,914
RET_25W_emb1_rep1_49,14.94008581,16.24723336,13,RET,23W,Bipolar,RET_25W_emb1_rep1_49,915
RET_25W_emb1_rep1_50,12.1110883,16.66885813,13,RET,23W,Bipolar,RET_25W_emb1_rep1_50,916
RET_25W_emb1_rep2_1,14.97828171,18.27348829,13,RET,23W,Bipolar,RET_25W_emb1_rep2_1,917
RET_25W_emb1_rep2_2,18.04213933,11.95353636,13,RET,23W,Photoreceptor,RET_25W_emb1_rep2_2,918
RET_25W_emb1_rep2_3,17.49588631,11.56660724,13,RET,23W,Bipolar,RET_25W_emb1_rep2_3,919
RET_25W_emb1_rep2_4,16.88767612,11.79265198,13,RET,23W,Bipolar,RET_25W_emb1_rep2_4,920
RET_25W_emb1_rep2_5,17.90960089,12.23509588,13,RET,23W,Photoreceptor,RET_25W_emb1_rep2_5,921
RET_25W_emb1_rep2_6,15.19996834,15.40903145,13,RET,23W,Bipolar,RET_25W_emb1_rep2_6,922
RET_25W_emb1_rep2_7,-7.457304112,-19.05592323,20,RET,23W,Blood,RET_25W_emb1_rep2_7,923
RET_25W_emb1_rep2_8,18.29895732,12.08471874,13,RET,23W,Bipolar,RET_25W_emb1_rep2_8,924
RET_25W_emb1_rep2_9,13.72018543,9.42064175,13,RET,23W,Bipolar,RET_25W_emb1_rep2_9,925
RET_25W_emb1_rep2_10,14.97722391,16.57799195,13,RET,23W,Bipolar,RET_25W_emb1_rep2_10,926
RET_25W_emb1_rep2_11,11.91322487,8.535632243,9,RET,23W,Muller,RET_25W_emb1_rep2_11,927
RET_25W_emb1_rep2_12,15.19834959,16.23904323,13,RET,23W,Bipolar,RET_25W_emb1_rep2_12,928
RET_25W_emb1_rep2_13,18.80292075,11.48554498,13,RET,23W,Photoreceptor,RET_25W_emb1_rep2_13,929
RET_25W_emb1_rep2_14,18.09782956,11.51321498,13,RET,23W,Bipolar,RET_25W_emb1_rep2_14,930
RET_25W_emb1_rep2_15,17.30636529,11.05853765,13,RET,23W,Bipolar,RET_25W_emb1_rep2_15,931
RET_25W_emb1_rep2_16,14.35853807,16.08591508,13,RET,23W,Bipolar,RET_25W_emb1_rep2_16,932
RET_25W_emb1_rep2_17,16.77806993,12.81080957,13,RET,23W,Photoreceptor,RET_25W_emb1_rep2_17,933
RET_25W_emb1_rep2_18,17.12186059,12.15243652,13,RET,23W,Bipolar,RET_25W_emb1_rep2_18,934
RET_25W_emb1_rep2_19,19.24354669,11.604185699999999,13,RET,23W,Bipolar,RET_25W_emb1_rep2_19,935
RET_25W_emb1_rep2_20,14.88701828,16.82742791,13,RET,23W,Bipolar,RET_25W_emb1_rep2_20,936
RET_25W_emb1_rep2_21,11.93729511,8.672695487999999,9,RET,23W,Muller,RET_25W_emb1_rep2_21,937
RET_25W_emb1_rep2_22,11.71147278,8.927067062999999,9,RET,23W,Muller,RET_25W_emb1_rep2_22,938
RET_25W_emb1_rep2_24,14.98545247,17.04011039,13,RET,23W,Bipolar,RET_25W_emb1_rep2_24,939
RET_25W_emb1_rep2_25,17.39719034,12.70344501,13,RET,23W,Bipolar,RET_25W_emb1_rep2_25,940
RET_25W_emb1_rep2_26,12.92990313,9.463258543,13,RET,23W,Bipolar,RET_25W_emb1_rep2_26,941
RET_25W_emb1_rep2_27,17.82198119,11.86204056,13,RET,23W,Bipolar,RET_25W_emb1_rep2_27,942
RET_25W_emb1_rep2_28,13.53609337,9.135516418,13,RET,23W,Bipolar,RET_25W_emb1_rep2_28,943
RET_25W_emb1_rep2_29,26.19019318,11.46888807,8,RET,23W,Photoreceptor,RET_25W_emb1_rep2_29,944
RET_25W_emb1_rep2_30,13.81516322,17.65584251,13,RET,23W,Bipolar,RET_25W_emb1_rep2_30,945
RET_25W_emb1_rep2_31,25.75843101,12.63141801,8,RET,23W,Photoreceptor,RET_25W_emb1_rep2_31,946
RET_25W_emb1_rep2_32,22.63842339,11.69666861,15,RET,23W,Photoreceptor,RET_25W_emb1_rep2_32,947
RET_25W_emb1_rep2_33,15.01178704,13.11384141,13,RET,23W,Bipolar,RET_25W_emb1_rep2_33,948
RET_25W_emb1_rep2_35,13.82479806,14.48111888,13,RET,23W,Bipolar,RET_25W_emb1_rep2_35,949
RET_25W_emb1_rep2_36,15.05359588,14.168273499999998,13,RET,23W,Bipolar,RET_25W_emb1_rep2_36,950
RET_25W_emb1_rep2_37,14.59802482,19.17841627,13,RET,23W,Bipolar,RET_25W_emb1_rep2_37,951
RET_25W_emb1_rep2_38,15.15920099,16.32999352,13,RET,23W,Bipolar,RET_25W_emb1_rep2_38,952
RET_25W_emb1_rep2_39,-29.386242699999997,-11.27236157,18,RET,23W,Microglia,RET_25W_emb1_rep2_39,953
RET_25W_emb1_rep2_40,18.24395295,11.57877931,13,RET,23W,Bipolar,RET_25W_emb1_rep2_40,954
RET_25W_emb1_rep2_41,16.74098188,12.52936936,13,RET,23W,Bipolar,RET_25W_emb1_rep2_41,955
RET_25W_emb1_rep2_42,16.58545872,12.58356087,13,RET,23W,Bipolar,RET_25W_emb1_rep2_42,956
RET_25W_emb1_rep2_43,15.92499698,13.16173595,13,RET,23W,Bipolar,RET_25W_emb1_rep2_43,957
RET_25W_emb1_rep2_44,2.087289025,25.14181929,3,RET,23W,Amacrine,RET_25W_emb1_rep2_44,958
RET_25W_emb1_rep2_45,14.16821607,14.45055349,13,RET,23W,Bipolar,RET_25W_emb1_rep2_45,959
RET_25W_emb1_rep2_46,23.56658842,13.04987815,8,RET,23W,Photoreceptor,RET_25W_emb1_rep2_46,960
RET_25W_emb1_rep2_47,15.25237738,13.25064566,13,RET,23W,Bipolar,RET_25W_emb1_rep2_47,961
RET_25W_emb1_rep2_48,12.92266842,9.580178608999999,13,RET,23W,Bipolar,RET_25W_emb1_rep2_48,962
RET_25W_emb1_rep2_49,12.81999783,8.183689572999999,9,RET,23W,Muller,RET_25W_emb1_rep2_49,963
RET_25W_emb1_rep2_50,11.84226567,8.888952387,9,RET,23W,Muller,RET_25W_emb1_rep2_50,964
RPE_25W_emb1_rep1_9,33.47221814,-15.66873664,14,RPE,23W,RPE,RPE_25W_emb1_rep1_9,965
RPE_25W_emb1_rep1_10,25.62485159,-8.009300362000001,6,RPE,23W,RPE,RPE_25W_emb1_rep1_10,966
RPE_25W_emb1_rep1_11,35.33721335,-10.858486300000001,14,RPE,23W,RPE,RPE_25W_emb1_rep1_11,967
RPE_25W_emb1_rep1_12,32.256165100000004,-16.44153175,16,RPE,23W,RPE,RPE_25W_emb1_rep1_12,968
RPE_25W_emb1_rep1_13,32.68822764,-15.88243875,16,RPE,23W,RPE,RPE_25W_emb1_rep1_13,969
RPE_25W_emb1_rep1_14,36.19464198,-14.4793859,14,RPE,23W,RPE,RPE_25W_emb1_rep1_14,970
RPE_25W_emb1_rep1_15,33.98190148,-15.41291134,14,RPE,23W,RPE,RPE_25W_emb1_rep1_15,971
RPE_25W_emb1_rep1_16,33.79787226,-14.66888111,14,RPE,23W,RPE,RPE_25W_emb1_rep1_16,972
RPE_25W_emb1_rep1_17,28.88467317,-10.36758706,16,RPE,23W,RPE,RPE_25W_emb1_rep1_17,973
RPE_25W_emb1_rep1_18,27.67419376,-9.084308089,6,RPE,23W,RPE,RPE_25W_emb1_rep1_18,974
RPE_25W_emb1_rep1_19,32.40235754,-16.02677983,16,RPE,23W,RPE,RPE_25W_emb1_rep1_19,975
RPE_25W_emb1_rep1_20,28.31865475,-8.932581595,6,RPE,23W,RPE,RPE_25W_emb1_rep1_20,976
RPE_25W_emb1_rep1_21,35.76450349,-14.61592128,14,RPE,23W,RPE,RPE_25W_emb1_rep1_21,977
RPE_25W_emb1_rep1_22,35.33063967,-14.86446428,14,RPE,23W,RPE,RPE_25W_emb1_rep1_22,978
RPE_25W_emb1_rep1_24,31.90333885,-16.08551419,16,RPE,23W,RPE,RPE_25W_emb1_rep1_24,979
RPE_25W_emb1_rep1_25,35.86853361,-14.10494866,14,RPE,23W,RPE,RPE_25W_emb1_rep1_25,980
RPE_25W_emb1_rep1_26,35.4144687,-13.53984451,14,RPE,23W,RPE,RPE_25W_emb1_rep1_26,981
RPE_25W_emb1_rep1_27,28.4397941,-9.992438955,6,RPE,23W,RPE,RPE_25W_emb1_rep1_27,982
RPE_25W_emb1_rep1_28,32.51182029,-15.78591095,16,RPE,23W,RPE,RPE_25W_emb1_rep1_28,983
RPE_25W_emb1_rep1_29,35.4538175,-14.08053741,14,RPE,23W,RPE,RPE_25W_emb1_rep1_29,984
RPE_25W_emb1_rep1_30,34.03996036,-15.44139512,14,RPE,23W,RPE,RPE_25W_emb1_rep1_30,985
RPE_25W_emb1_rep1_31,36.52028751,-13.23069254,14,RPE,23W,RPE,RPE_25W_emb1_rep1_31,986
RPE_25W_emb1_rep1_32,36.683616,-14.10692537,14,RPE,23W,RPE,RPE_25W_emb1_rep1_32,987
RPE_25W_emb1_rep1_33,36.15515823,-14.07920326,14,RPE,23W,RPE,RPE_25W_emb1_rep1_33,988
RPE_25W_emb1_rep1_35,36.26891689,-14.15425619,14,RPE,23W,RPE,RPE_25W_emb1_rep1_35,989
RPE_25W_emb1_rep1_36,36.05037599,-13.91373277,14,RPE,23W,RPE,RPE_25W_emb1_rep1_36,990
RPE_25W_emb1_rep1_37,36.82854143,-13.75194687,14,RPE,23W,RPE,RPE_25W_emb1_rep1_37,991
RPE_25W_emb1_rep1_38,35.30521219,-14.82548567,14,RPE,23W,RPE,RPE_25W_emb1_rep1_38,992
RPE_25W_emb1_rep1_39,36.09461271,-13.86002205,14,RPE,23W,RPE,RPE_25W_emb1_rep1_39,993
RPE_25W_emb1_rep1_40,36.61830663,-13.91057472,14,RPE,23W,RPE,RPE_25W_emb1_rep1_40,994
RPE_25W_emb1_rep1_41,36.47432221,-13.97879579,14,RPE,23W,RPE,RPE_25W_emb1_rep1_41,995
RPE_25W_emb1_rep1_42,36.27687222,-13.67975916,14,RPE,23W,RPE,RPE_25W_emb1_rep1_42,996
RPE_25W_emb1_rep1_43,33.95906615,-15.9156136,14,RPE,23W,RPE,RPE_25W_emb1_rep1_43,997
RPE_25W_emb1_rep1_44,36.55535697,-14.741683300000002,14,RPE,23W,RPE,RPE_25W_emb1_rep1_44,998
RPE_25W_emb1_rep1_45,36.45111285,-13.57827391,14,RPE,23W,RPE,RPE_25W_emb1_rep1_45,999
RPE_25W_emb1_rep1_46,33.98795071,-12.12071854,14,RPE,23W,RPE,RPE_25W_emb1_rep1_46,1000
RPE_25W_emb1_rep1_47,37.00945943,-12.98852785,14,RPE,23W,RPE,RPE_25W_emb1_rep1_47,1001
RPE_25W_emb1_rep1_48,31.87937404,-8.296031739,14,RPE,23W,RPE,RPE_25W_emb1_rep1_48,1002
RPE_25W_emb1_rep1_49,31.66913326,-17.30713909,16,RPE,23W,RPE,RPE_25W_emb1_rep1_49,1003
RPE_25W_emb1_rep1_50,36.358188399999996,-13.82545452,14,RPE,23W,RPE,RPE_25W_emb1_rep1_50,1004
RET_25W_emb2_rep1_65,26.88110469,12.39249917,8,RET,23W,Photoreceptor,RET_25W_emb2_rep1_65,1005
RET_25W_emb2_rep1_66,-21.40418841,21.66850271,7,RET,23W,RGC,RET_25W_emb2_rep1_66,1006
RET_25W_emb2_rep1_67,11.64136174,18.49575597,13,RET,23W,Bipolar,RET_25W_emb2_rep1_67,1007
RET_25W_emb2_rep1_68,-0.456528141,29.38292192,5,RET,23W,Amacrine,RET_25W_emb2_rep1_68,1008
RET_25W_emb2_rep1_69,12.44877523,17.75301312,13,RET,23W,Bipolar,RET_25W_emb2_rep1_69,1009
RET_25W_emb2_rep1_70,13.52427575,19.04205042,13,RET,23W,Bipolar,RET_25W_emb2_rep1_70,1010
RET_25W_emb2_rep1_71,-31.95283699,18.22772636,11,RET,23W,RGC,RET_25W_emb2_rep1_71,1011
RET_25W_emb2_rep1_72,-21.53877705,21.72309946,7,RET,23W,RGC,RET_25W_emb2_rep1_72,1012
RET_25W_emb2_rep1_73,-1.653700462,31.90093188,5,RET,23W,Amacrine,RET_25W_emb2_rep1_73,1013
RET_25W_emb2_rep1_74,-1.4148332940000001,32.00438968,5,RET,23W,Amacrine,RET_25W_emb2_rep1_74,1014
RET_25W_emb2_rep1_75,26.55737996,11.906031800000001,8,RET,23W,Photoreceptor,RET_25W_emb2_rep1_75,1015
RET_25W_emb2_rep1_76,-2.280989887,31.95225505,5,RET,23W,Amacrine,RET_25W_emb2_rep1_76,1016
RET_25W_emb2_rep1_77,-2.087988454,31.51639815,5,RET,23W,Amacrine,RET_25W_emb2_rep1_77,1017
RET_25W_emb2_rep1_78,6.2283000710000005,13.56062715,12,RET,23W,Horizontal,RET_25W_emb2_rep1_78,1018
RET_25W_emb2_rep1_79,26.35356836,12.38558277,8,RET,23W,Photoreceptor,RET_25W_emb2_rep1_79,1019
RET_25W_emb2_rep1_80,4.481807258,19.74145931,3,RET,23W,Amacrine,RET_25W_emb2_rep1_80,1020
RET_25W_emb2_rep1_81,-0.136204915,32.47963728,5,RET,23W,Amacrine,RET_25W_emb2_rep1_81,1021
RET_25W_emb2_rep1_82,24.71527729,13.44244064,8,RET,23W,Photoreceptor,RET_25W_emb2_rep1_82,1022
